sid,n_cand,n_keep,n_lowtissue,n_pen,frac_lowtissue,frac_keep,n_lost_cancer_tiles,max_lost_cancer,max_kept_cancer
6e229bc5d46c,35,24,11,0,0.3142857142857143,0.6857142857142857,0,0.0,8.7738
6e2e6f847032,144,88,47,9,0.3263888888888889,0.6111111111111112,2,2.4521,32.5043
6e320ef7485e,118,85,33,0,0.2796610169491525,0.7203389830508474,0,0.0,0.0
6e4122eef9ed,154,112,42,0,0.2727272727272727,0.7272727272727273,0,0.0,0.0
6e4491b337dd,206,147,55,4,0.2669902912621359,0.7135922330097088,0,0.0,0.0
6e492df128e6,166,119,32,15,0.1927710843373494,0.7168674698795181,8,13.5635,75.0122
6e4dcecad627,227,173,54,0,0.23788546255506607,0.762114537444934,3,3.9322,49.7559
6e52a788e36a,277,233,44,0,0.1588447653429603,0.8411552346570397,10,9.6863,56.4087
6e694031c3e2,122,82,40,0,0.32786885245901637,0.6721311475409836,7,9.2163,62.3779
6e6c2361d595,169,125,31,13,0.1834319526627219,0.7396449704142012,5,3.7949,53.5217
6e70fa6670bd,133,99,33,1,0.24812030075187969,0.7443609022556391,12,9.2911,68.5852
6e79fc78cf67,137,108,29,0,0.2116788321167883,0.7883211678832117,9,7.1671,64.6912
6e84edfad5dc,186,150,25,11,0.13440860215053763,0.8064516129032258,6,4.1168,68.2114
6e8abccc98b7,155,81,21,52,0.13548387096774195,0.5225806451612903,0,0.0,71.5881
6e9f8456612b,177,125,52,0,0.2937853107344633,0.7062146892655368,0,0.0,78.5873
6ea2b5953455,183,128,55,0,0.3005464480874317,0.6994535519125683,0,0.0,0.0
6ea3b98851bd,112,84,28,0,0.25,0.75,0,0.0,0.0
6eb1da90c963,197,144,53,0,0.26903553299492383,0.7309644670050761,0,0.0,0.0
6edc4da86334,94,72,19,3,0.20212765957446807,0.7659574468085106,2,8.3755,52.1561
6ee0840e4cec,85,58,27,0,0.3176470588235294,0.6823529411764706,13,6.4255,51.8982
6ef357192c25,159,117,24,18,0.1509433962264151,0.7358490566037735,5,7.6965,63.4598
6f0935638b47,210,149,61,0,0.2904761904761905,0.7095238095238096,17,19.3619,67.3019
6f23c9de9489,138,101,35,2,0.2536231884057971,0.7318840579710145,9,13.6627,63.3865
6f310463d386,204,156,45,3,0.22058823529411764,0.7647058823529411,5,6.3217,42.9825
6f3aa87bfb96,189,136,40,13,0.21164021164021163,0.7195767195767195,13,8.7067,61.9202
6f50ffdccefb,153,114,39,0,0.2549019607843137,0.7450980392156863,4,9.1522,55.9769
6f5722cf3b8e,133,83,50,0,0.37593984962406013,0.6240601503759399,0,0.0,0.0
6f75edad6dfc,217,149,49,19,0.22580645161290322,0.6866359447004609,5,4.5914,66.7801
6f7964ccd7bf,176,126,37,13,0.21022727272727273,0.7159090909090909,5,8.0902,81.5033
6f8bf6cfb0c0,65,42,20,3,0.3076923076923077,0.6461538461538462,0,0.0,27.4872
6fd2d42591da,144,112,32,0,0.2222222222222222,0.7777777777777778,7,8.8608,74.4568
6fe956eb5739,115,80,15,20,0.13043478260869565,0.6956521739130435,5,13.5971,73.233
70084ac11561,216,168,45,3,0.20833333333333334,0.7777777777777778,9,12.262,74.1684
700a11960e74,242,178,63,1,0.2603305785123967,0.7355371900826446,0,0.0,35.997
700e60e9a130,102,69,32,1,0.3137254901960784,0.6764705882352942,0,0.0,0.0
7011aee2bad0,90,64,26,0,0.28888888888888886,0.7111111111111111,11,8.6105,44.7342
701a0c1cbb55,133,106,27,0,0.20300751879699247,0.7969924812030075,3,4.9362,65.4785
702a3a5fd638,45,19,26,0,0.5777777777777777,0.4222222222222222,0,0.0,0.0
702c576df7df,240,184,56,0,0.23333333333333334,0.7666666666666667,12,8.7601,60.6476
704ca230d7ce,206,152,54,0,0.2621359223300971,0.7378640776699029,6,4.1672,63.829
70537a4b7d85,191,143,32,16,0.16753926701570682,0.7486910994764397,0,0.0,0.0
706a5789a351,170,113,36,21,0.21176470588235294,0.6647058823529411,0,0.0,37.4146
708b83343fa1,203,103,23,77,0.11330049261083744,0.5073891625615764,4,8.0017,66.153
70a840557099,117,85,13,19,0.1111111111111111,0.7264957264957265,4,10.2921,75.4639
70b8788b7d72,157,119,38,0,0.24203821656050956,0.7579617834394905,13,13.4247,80.162
70bbf2767eaa,132,94,38,0,0.2878787878787879,0.7121212121212122,21,17.7094,76.2573
70d813b5e09d,107,89,18,0,0.16822429906542055,0.8317757009345794,3,5.0018,52.655
70f266d7117c,150,92,58,0,0.38666666666666666,0.6133333333333333,10,11.9003,32.9376
70f608a3fafa,221,150,67,4,0.3031674208144796,0.6787330316742082,3,2.42,52.3209
70f71c6fa7ad,155,119,36,0,0.23225806451612904,0.7677419354838709,7,5.632,61.5799
70f9db53cebf,166,121,43,2,0.25903614457831325,0.7289156626506024,16,13.7039,56.8161
70fa73960db8,202,174,23,5,0.11386138613861387,0.8613861386138614,11,9.5596,77.1835
7105b8ee8d4c,139,76,19,44,0.1366906474820144,0.5467625899280576,1,5.7983,58.2047
7120c2334b94,251,201,50,0,0.199203187250996,0.8007968127490039,22,8.2016,67.9764
71284c0b0910,160,108,44,7,0.275,0.675,16,14.3188,83.9172
713f7390942c,144,104,40,0,0.2777777777777778,0.7222222222222222,4,5.8807,48.9532
714fe03e012b,234,162,61,11,0.2606837606837607,0.6923076923076923,0,0.0,0.0
71558dd96f24,169,126,43,0,0.25443786982248523,0.7455621301775148,8,12.6999,67.6834
715ab49e9ccc,147,105,40,2,0.272108843537415,0.7142857142857143,0,0.0,0.0
716055036e3c,192,149,43,0,0.22395833333333334,0.7760416666666666,14,14.4348,62.468
71680defe477,189,128,60,0,0.31746031746031744,0.6772486772486772,6,9.0805,52.8564
719a8909e159,137,110,27,0,0.19708029197080293,0.8029197080291971,2,6.5857,61.4075
71a3a451b367,163,118,38,7,0.2331288343558282,0.7239263803680982,12,14.3188,64.1617
71abdfb52804,173,130,43,0,0.24855491329479767,0.7514450867052023,0,0.0,0.0
71ca19a708b9,153,112,33,8,0.21568627450980393,0.7320261437908496,5,4.9652,64.2563
71dbcf556958,136,103,33,0,0.2426470588235294,0.7573529411764706,21,12.6572,64.8026
71e7c927ed3d,176,118,37,21,0.21022727272727273,0.6704545454545454,2,6.2958,53.4988
71e9b5fc5cd1,245,196,49,0,0.2,0.8,24,18.3731,82.5714
71f3ff8361e8,87,63,24,0,0.27586206896551724,0.7241379310344828,4,8.2199,43.2434
71f72c0faf8f,158,117,41,0,0.25949367088607594,0.740506329113924,0,0.0,0.0
71fc7343524a,243,171,43,29,0.17695473251028807,0.7037037037037037,6,12.5214,60.1929
72273ecaf2d7,179,132,46,1,0.2569832402234637,0.7374301675977654,2,4.2496,34.9625
7234d2bf2df9,238,166,72,0,0.3025210084033613,0.6974789915966386,2,8.2382,36.2106
723a7750742b,133,85,48,0,0.3609022556390977,0.6390977443609023,23,9.0271,60.2982
724fe51b29e0,45,24,21,0,0.4666666666666667,0.5333333333333333,8,5.0568,45.0836
725f6e74ba6a,183,142,35,6,0.1912568306010929,0.7759562841530054,10,8.8104,79.6463
725fc40fce67,141,107,34,0,0.24113475177304963,0.7588652482269503,6,9.3048,80.6
7269db31c46c,57,38,18,1,0.3157894736842105,0.6666666666666666,6,13.4155,58.3572
7274571a802c,95,70,25,0,0.2631578947368421,0.7368421052631579,0,0.0,0.0
72a669da7581,190,151,38,1,0.2,0.7947368421052632,7,12.7182,65.0574
72aa3eb38900,171,129,39,3,0.22807017543859648,0.7543859649122807,14,13.7268,72.4045
72b46ce40040,173,127,46,0,0.2658959537572254,0.7341040462427746,8,9.6695,64.1495
72b9ca2c11e1,151,96,55,0,0.36423841059602646,0.6357615894039735,0,0.0,0.0
72bac273a1df,77,55,22,0,0.2857142857142857,0.7142857142857143,0,0.0,0.0
72d976f2ad72,385,296,82,7,0.21298701298701297,0.7688311688311689,27,12.4573,79.0146
72e64850d127,44,14,7,23,0.1590909090909091,0.3181818181818182,0,0.0,0.0
72e6fcfe23c7,228,176,52,0,0.22807017543859648,0.7719298245614035,15,11.5356,52.0126
72e996bf235d,211,157,54,0,0.2559241706161137,0.7440758293838863,0,0.0,0.0
72ef48dc4b05,96,64,32,0,0.3333333333333333,0.6666666666666666,1,2.2339,25.3571
73264c925b3b,194,136,58,0,0.29896907216494845,0.7010309278350515,0,0.0,0.0
733dbfd0b964,183,130,49,4,0.2677595628415301,0.7103825136612022,12,15.4648,81.5781
735ed10b9f87,177,100,44,33,0.24858757062146894,0.5649717514124294,3,6.3675,64.1541
738aeefd8bc0,130,92,33,5,0.25384615384615383,0.7076923076923077,0,0.0,0.0
738c290ad658,168,124,44,0,0.2619047619047619,0.7380952380952381,6,13.2782,84.7153
738e10c912a9,172,135,37,0,0.21511627906976744,0.7848837209302325,1,3.389,46.0678
73a68f27d958,88,62,26,0,0.29545454545454547,0.7045454545454546,0,0.0,0.0
73b0a645fdad,69,47,22,0,0.3188405797101449,0.6811594202898551,0,0.0,0.0
73ca95633a46,116,93,18,5,0.15517241379310345,0.8017241379310345,13,13.1989,78.4668
73cd33025927,290,239,51,0,0.17586206896551723,0.8241379310344827,28,19.2276,83.2779
73ef865e4905,113,92,21,0,0.18584070796460178,0.8141592920353983,0,0.0,8.3572
73f6bfb643e1,75,41,19,15,0.25333333333333335,0.5466666666666666,1,3.6545,52.3712
74121dc7165c,346,158,188,0,0.5433526011560693,0.45664739884393063,0,0.0,0.0
741f6260e0f7,151,105,46,0,0.304635761589404,0.695364238410596,1,8.8272,22.0901
742e58363ad5,188,146,42,0,0.22340425531914893,0.776595744680851,14,10.6628,76.8494
7436cdbf9876,201,146,55,0,0.2736318407960199,0.7263681592039801,0,0.0,0.0
7453f914420e,242,195,46,1,0.19008264462809918,0.8057851239669421,10,3.5721,67.2012
7459ad1c8971,224,144,37,43,0.16517857142857142,0.6428571428571429,2,2.9755,66.4566
745fb454d6a8,163,115,48,0,0.294478527607362,0.7055214723926381,32,20.4086,74.3576
745ff65e8c4d,201,142,59,0,0.2935323383084577,0.7064676616915423,0,0.0,0.0
746b95b3a329,120,86,34,0,0.2833333333333333,0.7166666666666667,10,10.4004,52.8336
746cfe9ab714,116,74,20,22,0.1724137931034483,0.6379310344827587,1,1.9211,54.7668
747573e239e3,182,151,31,0,0.17032967032967034,0.8296703296703297,11,9.0454,66.2933
748ddaf8e51c,80,59,21,0,0.2625,0.7375,0,0.0,12.6144
749bbeaeb604,163,126,35,2,0.2147239263803681,0.7730061349693251,16,11.0886,64.6652
74a3e5ce5ddf,134,100,34,0,0.2537313432835821,0.746268656716418,7,11.5845,39.1281
750cf428f4f9,113,78,32,3,0.2831858407079646,0.6902654867256637,3,2.5803,32.6614
751b5369155b,218,154,58,6,0.26605504587155965,0.7064220183486238,10,6.9809,57.1686
753743ff6e00,115,87,19,9,0.16521739130434782,0.7565217391304347,0,0.0,0.0
7537c295737f,180,127,23,30,0.12777777777777777,0.7055555555555556,4,6.2027,66.0706
75423e7c7aec,260,191,69,0,0.2653846153846154,0.7346153846153847,14,9.9899,62.8494
7545bb72e943,88,62,26,0,0.29545454545454547,0.7045454545454546,6,5.2582,60.5316
756d99387536,110,66,44,0,0.4,0.6,0,0.0,0.0
757b927de93c,102,75,27,0,0.2647058823529412,0.7352941176470589,0,0.0,55.3162
75835cc8ccb7,188,136,52,0,0.2765957446808511,0.723404255319149,0,0.0,0.0
7584a04126c3,153,102,51,0,0.3333333333333333,0.6666666666666666,14,7.2205,66.8243
758abc79f666,90,34,36,20,0.4,0.37777777777777777,9,14.5523,51.8982
759b9eca3572,233,160,29,44,0.12446351931330472,0.6866952789699571,4,1.741,80.3436
75be11818843,193,132,23,38,0.11917098445595854,0.6839378238341969,0,0.0,66.6336
75cf9bec1ba7,101,77,24,0,0.2376237623762376,0.7623762376237624,0,0.0,0.0
75d6fbb75537,179,122,57,0,0.31843575418994413,0.6815642458100558,0,0.0,0.0
75e0312b501f,143,104,26,13,0.18181818181818182,0.7272727272727273,2,5.4825,31.0043
75e041fb7c1d,137,107,27,3,0.19708029197080293,0.781021897810219,10,6.5613,70.6619
760c42976ae5,188,139,45,4,0.2393617021276596,0.7393617021276596,1,8.8806,41.9006
760f8945b00d,292,225,67,0,0.22945205479452055,0.7705479452054794,15,10.7452,63.6032
7624415370e0,108,74,20,14,0.18518518518518517,0.6851851851851852,0,0.0,39.4104
7641921e308e,218,167,50,1,0.22935779816513763,0.7660550458715596,0,0.0,0.0
764ec457d473,110,80,30,0,0.2727272727272727,0.7272727272727273,9,12.9135,61.351
76511406b9d7,225,158,46,21,0.20444444444444446,0.7022222222222222,11,10.6659,56.1142
76512fc338f0,206,173,33,0,0.16019417475728157,0.8398058252427184,9,8.638,65.8005
76541217a601,189,140,30,19,0.15873015873015872,0.7407407407407407,0,0.0,0.0
7657e325f5f8,125,93,27,5,0.216,0.744,10,11.7783,61.528
765ac70e1d75,219,153,66,0,0.3013698630136986,0.6986301369863014,0,0.0,0.0
765f379ba8bb,117,87,30,0,0.2564102564102564,0.7435897435897436,10,11.7065,71.8842
76646d841dfa,126,100,23,3,0.18253968253968253,0.7936507936507936,4,7.0633,65.4343
766a40322fe1,222,172,50,0,0.22522522522522523,0.7747747747747747,7,4.3915,39.5081
7670f6b1a24f,191,146,45,0,0.2356020942408377,0.7643979057591623,13,10.3851,57.3105
767cafac7ddf,125,89,36,0,0.288,0.712,0,0.0,0.0
768028319360,65,46,19,0,0.2923076923076923,0.7076923076923077,4,7.2922,87.2849
768098d5b47a,56,36,20,0,0.35714285714285715,0.6428571428571429,7,5.5496,56.8954
768c8df7881c,148,118,30,0,0.20270270270270271,0.7972972972972973,15,8.5281,68.9331
76a17a9705fd,230,167,44,19,0.19130434782608696,0.7260869565217392,5,7.338,35.5667
76a8ff1f9493,211,153,56,2,0.26540284360189575,0.7251184834123223,15,11.8851,85.6918
76b8865c3acb,184,131,15,38,0.08152173913043478,0.7119565217391305,0,0.0,21.3608
76c8934b7350,249,196,52,1,0.20883534136546184,0.7871485943775101,4,10.6628,55.0949
76d1bcd4b79d,80,55,25,0,0.3125,0.6875,6,12.3901,45.9625
76d4adfe3754,248,203,45,0,0.1814516129032258,0.8185483870967742,3,2.0294,57.2327
7703dca0de14,193,120,40,33,0.20725388601036268,0.6217616580310881,0,0.0,0.0
77086e72bf6d,192,143,49,0,0.2552083333333333,0.7447916666666666,4,6.0928,70.7413
77138e87f7ed,43,18,20,5,0.46511627906976744,0.4186046511627907,0,0.0,0.0
771b4d1f002d,178,129,46,3,0.25842696629213485,0.7247191011235955,0,0.0,57.4097
772161b22125,308,201,45,62,0.1461038961038961,0.6525974025974026,0,0.0,48.0179
773997a45c3f,192,147,45,0,0.234375,0.765625,1,5.5481,71.7728
773d5f35cb24,127,104,23,0,0.18110236220472442,0.8188976377952756,8,10.2753,65.7166
773e080a5857,284,203,58,23,0.20422535211267606,0.7147887323943662,0,0.0,0.0
774b7c9a6f5c,126,96,30,0,0.23809523809523808,0.7619047619047619,6,11.2442,54.2664
774c9b631a29,246,179,67,0,0.27235772357723576,0.7276422764227642,23,10.6506,86.2259
77545268b9c0,19,11,8,0,0.42105263157894735,0.5789473684210527,0,0.0,0.0
775abecd4e71,175,129,46,0,0.26285714285714284,0.7371428571428571,13,11.4487,58.5266
775d39466b47,109,84,25,0,0.22935779816513763,0.7706422018348624,11,19.223,95.2652
777e89beb78f,221,167,54,0,0.24434389140271492,0.755656108597285,9,9.6405,43.2587
7788ddca67e3,203,153,38,12,0.18719211822660098,0.7536945812807881,0,0.0,0.0
778bd33e4eb7,238,193,45,0,0.18907563025210083,0.8109243697478992,15,11.4304,72.6135
7790f122a65e,152,117,20,15,0.13157894736842105,0.7697368421052632,7,7.8827,64.1571
77a014f1f7f9,39,13,9,17,0.23076923076923078,0.3333333333333333,0,0.0,0.0
77a4c2c4f650,95,63,32,0,0.3368421052631579,0.6631578947368421,0,0.0,0.0
77a8d4500bd3,215,159,52,4,0.24186046511627907,0.7395348837209302,8,8.8821,66.1087
77c6467a0d8f,247,161,61,25,0.24696356275303644,0.6518218623481782,15,14.5523,70.8878
77d2d284e6b6,211,135,34,42,0.16113744075829384,0.6398104265402843,5,8.0963,81.8405
77d849c7c5d2,238,159,50,29,0.21008403361344538,0.6680672268907563,3,1.8784,60.701
77de0e765d87,232,168,64,0,0.27586206896551724,0.7241379310344828,8,10.4996,69.397
780229c1e770,223,165,34,24,0.15246636771300448,0.7399103139013453,6,2.7802,65.7501
78138d4fc0b8,89,58,25,6,0.2808988764044944,0.651685393258427,7,13.6032,89.415
7817ae2d392b,243,197,46,0,0.18930041152263374,0.8106995884773662,22,5.7541,54.2847
784c60e4447c,67,51,16,0,0.23880597014925373,0.7611940298507462,0,0.0,24.292
785b6f565b34,201,133,50,18,0.24875621890547264,0.6616915422885572,0,0.0,0.0
787b336dec5e,187,134,45,7,0.24064171122994651,0.7165775401069518,1,2.8488,56.9138
7889a8d81587,179,145,34,0,0.18994413407821228,0.8100558659217877,10,9.9426,54.2145
789a88aa6341,107,84,23,0,0.21495327102803738,0.7850467289719626,0,0.0,0.0
78a5b3a0da32,111,79,32,0,0.2882882882882883,0.7117117117117117,3,10.202,65.0223
78ad8ce5fe53,188,99,12,77,0.06382978723404255,0.526595744680851,0,0.0,35.2859
78b2a5226572,235,177,58,0,0.24680851063829787,0.7531914893617021,20,6.9565,61.4471
78bd2af7d449,193,138,55,0,0.2849740932642487,0.7150259067357513,10,12.883,61.5021
78d0d8888cb5,334,156,178,0,0.5329341317365269,0.46706586826347307,0,0.0,0.0
78d70c1732ef,167,125,42,0,0.25149700598802394,0.7485029940119761,20,10.994,61.9507
78df50e8abf5,186,129,35,21,0.1881720430107527,0.6935483870967742,0,0.0,38.1195
78e46173ed26,120,90,30,0,0.25,0.75,0,0.0,0.0
78fa6eadfc40,173,131,42,0,0.24277456647398843,0.7572254335260116,2,11.8607,87.5076
78fb9c534fe8,107,74,33,0,0.308411214953271,0.6915887850467289,0,0.0,0.0
7907a6d9eb98,208,156,31,21,0.14903846153846154,0.75,1,3.4973,48.9899
79538de71a07,147,83,37,27,0.25170068027210885,0.564625850340136,7,12.6328,67.9489
79651b24fbb0,278,198,67,13,0.24100719424460432,0.7122302158273381,39,13.3759,82.6996
7982c501352a,229,169,59,1,0.2576419213973799,0.7379912663755459,7,9.7321,69.5892
7989dc8593e5,91,62,29,0,0.31868131868131866,0.6813186813186813,0,0.0,0.0
798b6d2cc34c,275,201,74,0,0.2690909090909091,0.730909090909091,28,13.1927,67.392
798bad8db4b9,258,137,24,97,0.09302325581395349,0.5310077519379846,0,0.0,35.3561
799cb4b13d53,90,57,33,0,0.36666666666666664,0.6333333333333333,5,4.1428,52.771
799e5493454e,149,106,43,0,0.28859060402684567,0.7114093959731543,14,11.3068,74.5956
79af987e53cf,86,40,13,33,0.1511627906976744,0.46511627906976744,0,0.0,0.0
79b3f2787261,241,185,56,0,0.23236514522821577,0.7676348547717843,27,11.2488,65.6067
79c0ed7b8274,318,232,86,0,0.27044025157232704,0.7295597484276729,14,12.1643,66.6931
79c8f162b231,124,95,29,0,0.23387096774193547,0.7661290322580645,16,14.2502,66.1179
79d835c58855,255,190,57,8,0.2235294117647059,0.7450980392156863,1,5.2216,33.2016
79f2a04c4e2d,144,104,40,0,0.2777777777777778,0.7222222222222222,0,0.0,0.0
7a037cc442f5,82,64,18,0,0.21951219512195122,0.7804878048780488,7,7.4371,43.634
7a059d43b8f1,82,57,23,2,0.2804878048780488,0.6951219512195121,1,2.4155,50.6882
7a0a36bc6119,27,14,12,1,0.4444444444444444,0.5185185185185185,0,0.0,0.0
7a1b601b146a,191,138,53,0,0.2774869109947644,0.7225130890052356,11,9.9777,64.4821
7a2980fb744c,43,36,7,0,0.16279069767441862,0.8372093023255814,5,13.9755,90.8401
7a464bac7623,187,135,47,5,0.25133689839572193,0.7219251336898396,9,9.5383,48.3185
7a7cf950c048,151,101,50,0,0.33112582781456956,0.6688741721854304,0,0.0,0.0
7a7df1b2eabf,121,92,27,2,0.2231404958677686,0.7603305785123967,2,16.333,62.2406
7a8adc17b081,104,66,35,3,0.33653846153846156,0.6346153846153846,0,0.0,0.0
7ac75b11d166,203,146,49,8,0.2413793103448276,0.7192118226600985,5,11.6302,61.6531
7ad575414ac3,179,129,43,7,0.24022346368715083,0.7206703910614525,10,10.5331,65.9958
7adbbe8f689e,177,109,33,35,0.1864406779661017,0.615819209039548,9,18.0679,85.2936
7ae412eda1a4,214,162,52,0,0.24299065420560748,0.7570093457943925,17,19.3695,83.9279
7af4089a1002,114,77,37,0,0.32456140350877194,0.6754385964912281,0,0.0,0.0
7af6609d5476,37,25,12,0,0.32432432432432434,0.6756756756756757,7,13.06,57.0648
7b0067248bea,185,138,47,0,0.25405405405405407,0.745945945945946,20,18.5806,74.6506
7b167a43593c,308,240,54,14,0.17532467532467533,0.7792207792207793,21,10.1959,53.3646
7b22fd3e61cb,46,33,12,1,0.2608695652173913,0.717391304347826,1,8.5373,58.1696
7b4620ce61fb,241,192,49,0,0.2033195020746888,0.7966804979253111,5,12.0377,72.6822
7b5c303bc727,163,116,47,0,0.2883435582822086,0.7116564417177914,15,10.5057,67.2821
7b7884a293fa,98,73,25,0,0.25510204081632654,0.7448979591836735,7,8.9523,61.0245
7b87b209b60e,173,114,57,2,0.32947976878612717,0.6589595375722543,0,0.0,0.0
7b8d2f39e387,231,185,45,1,0.19480519480519481,0.8008658008658008,12,9.6664,66.7496
7baf8e46e872,155,119,32,4,0.2064516129032258,0.7677419354838709,1,2.7985,62.5412
7bb1820c1aa2,138,90,32,16,0.2318840579710145,0.6521739130434783,6,7.8232,66.4261
7bb9269813e0,222,172,34,16,0.15315315315315314,0.7747747747747747,11,7.5806,71.3806
7bd0182b68e2,139,91,48,0,0.34532374100719426,0.6546762589928058,12,14.6606,56.7078
7bd46f8d2cc1,67,44,22,1,0.3283582089552239,0.6567164179104478,4,10.379,36.4395
7bdba25e2792,247,170,58,19,0.23481781376518218,0.6882591093117408,3,2.6199,35.5072
7bed5662489b,203,148,55,0,0.270935960591133,0.729064039408867,0,0.0,0.0
7c03cedfde9b,18,9,9,0,0.5,0.5,0,0.0,3.4821
7c064b4fa484,232,174,58,0,0.25,0.75,10,14.3417,78.9703
7c0c6effa413,115,86,29,0,0.25217391304347825,0.7478260869565218,0,0.0,0.0
7c3ee2721604,121,62,54,5,0.4462809917355372,0.512396694214876,8,15.1367,61.6776
7c440d8eb7db,282,214,68,0,0.24113475177304963,0.7588652482269503,11,8.8821,65.5243
7c6e364decc2,185,116,32,37,0.17297297297297298,0.6270270270270271,14,7.2754,75.4288
7c7189f32365,221,164,56,1,0.25339366515837103,0.7420814479638009,7,5.7159,49.2477
7c79546e808a,205,157,48,0,0.23414634146341465,0.7658536585365854,17,15.3076,74.4583
7c7ba4a041b9,108,70,30,8,0.2777777777777778,0.6481481481481481,17,16.0843,70.6146
7c846f20f6da,85,58,27,0,0.3176470588235294,0.6823529411764706,0,0.0,0.0
7c86ff19f62a,90,66,24,0,0.26666666666666666,0.7333333333333333,6,8.316,68.2663
7c8798951846,133,92,39,2,0.2932330827067669,0.6917293233082706,0,0.0,0.0
7c90a7a9ea4b,12,10,2,0,0.16666666666666666,0.8333333333333334,2,12.1201,81.4804
7c9d2571c6ce,217,167,50,0,0.2304147465437788,0.7695852534562212,11,6.3843,93.1137
7c9f66690162,146,74,24,48,0.1643835616438356,0.5068493150684932,3,4.9347,55.5054
7cbab4cb4f2b,142,113,29,0,0.20422535211267606,0.795774647887324,1,1.6693,30.5511
7cbeecc6a98f,116,90,26,0,0.22413793103448276,0.7758620689655172,0,0.0,0.0
7cc3935f0c25,247,199,44,4,0.17813765182186234,0.805668016194332,0,0.0,0.0
7cda83366088,116,73,43,0,0.3706896551724138,0.6293103448275862,13,12.1582,52.7542
7d0ddf6bf84b,149,114,35,0,0.2348993288590604,0.7651006711409396,7,14.6194,72.6837
7d1d9ad923a9,198,129,39,30,0.19696969696969696,0.6515151515151515,4,3.3066,78.9993
7d3af9f4ccc9,188,161,26,0,0.13829787234042554,0.8563829787234043,8,8.2199,65.8783
7d579241dab0,282,198,38,46,0.1347517730496454,0.7021276595744681,1,1.9989,75.3128
7d581d0082d6,37,17,6,14,0.16216216216216217,0.4594594594594595,0,0.0,0.0
7d5dbfb91ce9,36,19,1,16,0.027777777777777776,0.5277777777777778,1,1.8066,56.3766
7d60fa34382d,79,63,16,0,0.20253164556962025,0.7974683544303798,10,12.8128,90.2542
7d61619d2dfb,238,171,50,17,0.21008403361344538,0.7184873949579832,0,0.0,0.0
7d75d4e19e31,228,119,39,70,0.17105263157894737,0.5219298245614035,1,1.7914,45.4361
7d80be46df79,220,143,35,42,0.1590909090909091,0.65,19,15.1688,86.2442
7d86c5e09004,185,136,49,0,0.2648648648648649,0.7351351351351352,0,0.0,0.0
7d86f8993e77,126,100,24,2,0.19047619047619047,0.7936507936507936,2,2.6398,67.6071
7d87113027d6,76,47,29,0,0.3815789473684211,0.618421052631579,2,14.2838,48.2666
7db49c48802f,131,91,40,0,0.3053435114503817,0.6946564885496184,14,9.5428,52.5406
7dc96e4c8758,242,181,61,0,0.25206611570247933,0.7479338842975206,8,14.1861,78.9627
7dcb52d4a04f,292,225,67,0,0.22945205479452055,0.7705479452054794,8,11.0428,55.6412
7de199117797,88,58,30,0,0.3409090909090909,0.6590909090909091,0,0.0,0.0
7df260d73a12,324,237,76,11,0.2345679012345679,0.7314814814814815,13,12.0316,59.4116
7e059274c3af,168,132,36,0,0.21428571428571427,0.7857142857142857,2,3.096,37.854
7e1474b005f7,161,122,39,0,0.2422360248447205,0.7577639751552795,0,0.0,0.0
7e26b6fec976,301,222,65,14,0.2159468438538206,0.7375415282392026,4,6.9656,55.0919
7e33e3ef6468,173,116,52,5,0.30057803468208094,0.6705202312138728,0,0.0,0.0
7e424dff3f54,39,24,10,5,0.2564102564102564,0.6153846153846154,0,0.0,0.0
7e43dec1572c,253,192,61,0,0.24110671936758893,0.758893280632411,10,6.3324,55.9006
7e6194d098fc,162,99,12,51,0.07407407407407407,0.6111111111111112,0,0.0,70.7718
7e69ef88f906,288,195,23,70,0.0798611111111111,0.6770833333333334,3,6.7642,63.2355
7e77e55ae8c5,123,89,34,0,0.2764227642276423,0.7235772357723578,11,7.1182,60.0876
7e7c7d39cc9b,96,74,22,0,0.22916666666666666,0.7708333333333334,2,1.6205,68.6035
7e8136cda906,197,154,43,0,0.2182741116751269,0.7817258883248731,7,7.2311,48.7671
7eb79f361942,210,174,36,0,0.17142857142857143,0.8285714285714286,14,15.9302,66.6428
7ec4b5a5d165,178,140,38,0,0.21348314606741572,0.7865168539325843,17,8.3847,56.2668
7ec551736c90,145,105,27,13,0.18620689655172415,0.7241379310344828,2,3.3356,84.2438
7ee503e117d7,176,121,52,3,0.29545454545454547,0.6875,6,5.4153,72.3434
7ef96252ee2a,185,136,35,14,0.1891891891891892,0.7351351351351352,2,9.7107,47.6242
7efadcaf19d4,194,144,47,0,0.2422680412371134,0.7422680412371134,11,11.2961,73.5291
7efede6ad015,121,72,13,36,0.10743801652892562,0.5950413223140496,3,4.6722,56.3629
7f15c706a91a,125,94,27,4,0.216,0.752,8,9.5032,60.2112
7f4419ddb342,266,192,70,4,0.2631578947368421,0.7218045112781954,28,13.4369,82.4585
7f46d3906c54,165,128,37,0,0.22424242424242424,0.7757575757575758,4,15.4144,80.22
7f57053f6510,241,196,45,0,0.18672199170124482,0.8132780082987552,14,8.165,61.9492
7f67cf96a4d9,151,114,37,0,0.24503311258278146,0.7549668874172185,4,14.9094,73.0789
7f8e10f3342e,100,76,23,1,0.23,0.76,7,5.2628,84.7916
7f99c8b70a5d,180,149,30,1,0.16666666666666666,0.8277777777777777,17,15.8569,79.1794
