id_a,id_b,cos,rank_a_to_b,rank_b_to_a,best_rank,mutual_top3,isup,split_a,split_b,cross_split,group_a,group_b,verdict
2d972bda9d6baa13d47dbcfec586429e,f93152017b2e6dc0e9c6dbbf0400d438,0.9717,11,2,2,False,1,train,train,False,1356,1382,
1355acd8e4798125a040dd6d61578b1a,765ac70e1d7527d06ecb6f5b7fb2247a,0.9716,2,2,2,True,0,train,train,False,78,1385,
2ce35862db5e157ec48188318c015576,e5dcae49fce83049904699a5001ec0b3,0.9716,2,2,2,True,3,train,train,False,140,477,
3cb4631d3f2db61bfa503633d37dc45a,a5694e9a3cdc76a58c9ad784e909abcf,0.9716,2,3,2,True,4,train,train,False,794,664,
98744dbf48a8428f1cada3cd7782ac92,a279b450a867eb7acc4d2ef0731b3352,0.9716,4,2,2,False,3,train,train,False,1103,490,
4fbcad209342f96710a73a57aa14a55f,67319450f16093d1be341212bc57c86f,0.9715,2,5,2,False,5,train,train,False,820,197,
9aa99fdb2c7e1853041be93f9c36bbab,a65a095302fbc94c8e21ae65e1ccd17e,0.9715,3,2,2,True,1,train,train,False,439,1106,
c0910c1a35e06c172ab6403b20a6b9f0,ebd0b86bc3cf2b3fc044d8178f6541dc,0.9715,4,3,3,False,1,train,train,False,256,1472,
2a6d0c4bd562bb83e9863a175af50de4,d94046cd69c8102ff1e1a871077c7984,0.9714,2,2,2,True,5,train,train,False,961,1293,
49cf4320931ec7b716d8782ce29c4549,5724a6703905a9e591fe7f6017eab790,0.9714,6,3,3,False,2,train,train,False,880,1157,
2de26a8634efd177cb8b6085adcbd33b,9f94f5b3ae0b2cf5b345a46ba1a32f1b,0.9713,3,3,3,True,0,train,train,False,252,753,
3ff30b9406f4c44c9b8dba47615f1fca,c7bb258907e3d1c4cb536166645f7d52,0.9713,7,2,2,False,0,train,train,False,1298,824,
e9b16b6a3206f9a26acfb6fbeeab0458,eb6d35c149072c75cee433ec81ba7c49,0.9713,2,2,2,True,0,train,train,False,1183,1202,
144b7114a9ffe98d0318301946629813,ce6a38ef5d41129056e35b787bbba46e,0.9712,2,3,2,True,0,train,train,False,1061,1246,
2f5379bf67ca1190c7f168736d9d8efc,df83132f9e6a7c8337e6cd91270f8f7d,0.9712,2,14,2,False,0,train,train,False,287,1056,
4170f061044a480249355b4dcc4306cc,a3fa13e9535729ec9cb08f17bc8c03cc,0.9712,2,59,2,False,0,train,train,False,1061,767,
30a54c050c9eb531d2709b05ede484ce,c1f151640dce9fc4e33569700be7d52d,0.9712,17,3,3,False,0,train,train,False,1183,737,
3c978c3d50eeb3eb1dc90ec153ea3637,cd636fee80a3058dcd3f5428d997a153,0.9712,10,2,2,False,0,train,train,False,1301,1389,
00a7fb880dc12c5de82df39b30533da9,35df658da1f793bd9cab0a1ff94fdf33,0.9711,3,2,2,True,3,train,train,False,271,814,
8e9fa23bd67888cbddd7203f3a2db9fe,a766e096ab436d7ae7a55eb46a4fcf5e,0.9711,3,3,3,True,1,train,train,False,1100,538,
8adde008fe7f97d5bf11b602b89a6377,97845cbd34d7c2f9ea7d76fa931f5412,0.9711,4,3,3,False,2,train,train,False,1281,1204,
c7bb258907e3d1c4cb536166645f7d52,e5e5afaa4adc21dd69b387dbcb91aa74,0.9711,3,24,3,False,0,train,train,False,824,1298,
00a7fb880dc12c5de82df39b30533da9,034add55dd7134b7b5893d787eb5a32c,0.971,4,2,2,False,3,train,train,False,271,1306,
063db632c0ad279c9602070bea1d8dae,3aeefd7ef9247470d465682c556c0c61,0.971,3,9,3,False,0,train,train,False,994,1434,
17b83466a22a8a96ccf3a7cccd83068f,e28c566407ff5c15179ef801e8fbfeaf,0.971,3,8,3,False,0,train,train,False,1192,1292,
1b0ad4aabcc4be89e9134534ac554a19,57d5a6b61ecf835c28863f3e6e2e4fd0,0.971,3,4,3,False,0,train,train,False,117,136,
3ef789f8caa7186261ad9f77bb552c7a,ebbdc2a69a66aa07cc0b56dee6b04e8d,0.971,2,2,2,True,1,train,train,False,771,1208,
6976004fb0e04f4435b0e1e127032881,f4629ace176c759f45b68bca1ac2971d,0.971,20,2,2,False,0,train,train,False,916,1316,
12493fb2b3ab6e3a628dfff875cbb335,38abe3550726a4a1f947fd0732ded83d,0.9709,3,4,3,False,1,train,train,False,465,759,
3f1932eefb6de2c9b6666565a6b93765,9793c3c2317f38143d21a5187bb35652,0.9709,2,2,2,True,2,test,test,False,930,421,
c707c255c4694985f6f68331571bc656,c779f8e6464edd98859571efe4c0cc23,0.9709,3,2,2,True,3,train,train,False,1118,1407,
3d5b16b57612afc445ab30c74f2b6972,6eb1da90c9630e7c86f282c7eea4fe94,0.9708,3,6,3,False,0,train,train,False,1389,1301,
56b4f13d2216fa1eeb2adcb1db711c2b,7bed5662489bd913da7e9792f715c1ed,0.9708,2,32,2,False,0,train,train,False,1244,1061,
6447c06bb4e5d34646a8e0c97c10b588,6e320ef7485ec6c55962007956985821,0.9708,3,67,3,False,0,train,train,False,477,1225,
6e4122eef9edf14c7ba932cfb9321788,9f8dfe7b06ca41af4fa89f7deaf3b050,0.9708,2,2,2,True,0,train,train,False,103,1252,
28fe202d59a8ebbac9bb63ea093236d8,c500818f3a0e7d3a10a0c567e9665035,0.9708,16,2,2,False,0,train,train,False,1295,796,
196f3b66be713d67db88cd412ed8768d,d13eecf391803d164d6f0fd89f1871e8,0.9708,6,3,3,False,1,train,train,False,977,1298,
d437a7e3fa8a822dc781e7e9c5cbf06f,ee61886bdebe2748009da564edb587cc,0.9708,3,3,3,True,3,train,train,False,945,1407,
bdcf536c984be757589271cd6a80066e,eeb26ba1afa30bbf4f88d8c38b42c313,0.9708,12,2,2,False,1,test,test,False,726,1242,
5793129d5309364fe1d706764c78cf3e,78d0d8888cb53a305dd5931d7cdb84eb,0.9707,2,8,2,False,0,train,train,False,370,1348,
5b4d05a2a6b70bbb2ee716979a7fb120,9e5d11af345645e8379267b0d57a3b64,0.9707,17,3,3,False,0,train,train,False,162,461,
ac4184c39f8c07a414170dddbd84bcf6,f526a2ca5612d5913984a67edabaf991,0.9707,2,15,2,False,0,train,train,False,901,470,
b267fa5f2c3b44774f06581ac05996b7,ba57c9eb0628f28c35722f0ebef5b620,0.9707,3,3,3,True,1,train,train,False,645,977,
75835cc8ccb7fe86356cebdb35006fab,fd3a19b58724189865a7b6bf3d70232c,0.9707,4,2,2,False,0,train,train,False,1200,1433,
1e4a12af1b4c664a5f7c2b4460a1aead,90b46d166cca71d23d7158ce41f5863c,0.9706,5,3,3,False,0,train,train,False,1033,911,
acd9afcc1ca7c5ad56bf3a16f831b291,bb66f91b996df6a4a78aa9b7f3ea844b,0.9706,3,16,3,False,0,train,train,False,1061,697,
2b943dfeaa727bb8c9a6d8047350f57d,ec89dabdd536396aaad4020141dafbde,0.9706,6,3,3,False,0,train,train,False,986,1217,
7fa4634ab59a7832bc877fef162eacaa,fcaa47a2c6a94bdd2ba3618c6f0f2050,0.9706,11,3,3,False,3,train,train,False,504,1423,
3188f3061a095a59f0ba6130014a3679,fe592036b5e1fe67c781f61e6afc2e61,0.9706,5,3,3,False,0,train,train,False,425,553,
4170f061044a480249355b4dcc4306cc,c20411ec6a9141978e0712711bdfe0f0,0.9705,3,38,3,False,0,train,train,False,1061,767,
28e69ed7b2c2b132b29d50a9ccaf6238,421f3a986df6902d4d872a71bf93d6c5,0.9705,4,2,2,False,5,train,train,False,580,125,
810482a949cbe7f5cd785a1dd9f0122c,98744dbf48a8428f1cada3cd7782ac92,0.9705,3,5,3,False,3,train,train,False,303,1103,
37d3511b61cfe994b82147b5d4b09ae4,7b87b209b60e844a1b74a6e92edaa89b,0.9704,3,18,3,False,0,train,train,False,1290,470,
21708bb4798bdebb4bffb7414bce44cd,685903725349cde80b2be656ab872194,0.9704,4,3,3,False,5,train,train,False,1281,1174,
68ef1f45254c298cac176cabb6c0fe58,efd993cb48dce20304958c45829a3ff8,0.9704,3,3,3,True,4,train,train,False,203,1257,
6d5cb5353d700dfd4e6380508535e41b,789a88aa6341166fa4e3e08647d3d0e8,0.9704,2,32,2,False,0,train,train,False,225,1132,
bf1b395053b3d584ccee60148cef87b3,eb6d35c149072c75cee433ec81ba7c49,0.9704,7,3,3,False,0,train,train,False,740,1202,
808b08eee6fcba85c15f66c78d2ad293,ee4492e15e54bfe1a23bc3af78158897,0.9704,17,3,3,False,0,train,train,False,1298,994,
298d780b37c48a65e22016e482978113,5f8b30f872042fe9cc2b0b312094f156,0.9703,2,3,2,True,2,train,train,False,20,1159,
6b5ce8b4c2b7c2655752c4c561059328,a21ea7caca40bc45f043ed27ae2b573d,0.9703,3,6,3,False,2,train,train,False,505,738,
765f379ba8bbc988d29c8e706512d053,8bfc4eb8d494eacb561c26623b3581ac,0.9703,2,3,2,True,3,train,train,False,343,724,
b9af529d72fbbca473b126588296c1e5,c700a1b37758fd69f789af12118d12b9,0.9703,3,2,2,True,0,train,train,False,1223,815,
0d66a26a030e95c9de2173b476029b23,e2ecc681ff1778f6fa897e95221deab8,0.9703,4,3,3,False,1,train,train,False,1254,1101,
0b2cba7e97daa7f11ededc2ec7d67045,633389c0591bdabc6cfd4b0d4fc245e4,0.9702,3,2,2,True,1,train,train,False,1074,1414,
1d05f36a330dd277b194f98a84a08ee8,84ddef23ac361e8977e4673ac116b6dd,0.9702,2,12,2,False,0,train,train,False,162,1389,
1d05f36a330dd277b194f98a84a08ee8,977a4281401b63f74739845b3ec98023,0.9702,3,27,3,False,0,train,train,False,162,1132,
27556fdb820073abe367089a67ab87d3,dd549fc1dbc7db15b94d1a0cfd7de309,0.9702,3,12,3,False,5,train,train,False,69,1030,
2f5379bf67ca1190c7f168736d9d8efc,af931670d9111cee444281fd1b8d1dec,0.9702,3,22,3,False,0,train,train,False,287,1056,
339af1c837c6046bcf11ef8f6ee7a3c3,6a43f7e8b37e4f8a63ba3f178ef78016,0.9702,2,2,2,True,4,test,test,False,213,209,
773e080a5857ba8c0669c435af2f1095,9e03b5aae46d92a1442fd7e439b0c6bd,0.9702,11,2,2,False,0,train,train,False,911,456,
87c2116787ff620957ecc95521bc3c0f,dd036a4ae490d912713ea354b58d8eb9,0.9702,5,3,3,False,3,train,train,False,751,1423,
1d1163f720942d79ca68721d8f634914,f220b26c6610f8210cf859a46feba5c1,0.9702,16,3,3,False,0,train,train,False,1382,1290,
a21ea7caca40bc45f043ed27ae2b573d,f9c3775b0d8868f38c4f86ca51ca84f6,0.9702,7,3,3,False,2,train,train,False,738,880,
17f368585f7e3bd1a82bdfa88b85e5e1,2be0fecc99253c5c199d478c1f655579,0.9701,3,4,3,False,2,train,train,False,53,206,
26b5257856e96a2a3d3d3e681ae13aa1,f2b4695127e8d36d54b5214ac6675000,0.9701,3,3,3,True,5,train,train,False,176,1293,
298d780b37c48a65e22016e482978113,db197fde0bcf98431c68e0d443a88fe4,0.9701,3,2,2,True,2,train,train,False,20,1005,
bd8574cd5bcbedb9213ca45e8beb7561,c2306aeec8a202f0530df29f175fdc89,0.9701,3,2,2,True,2,train,train,False,633,770,
05042f83b5d00b7ca6e2b4f0a2b3add1,dabe405fe14fea8abeae766fdaa96185,0.9701,23,2,2,False,2,train,train,False,1008,1184,
494a1bf06ff096d5949754b5d31f6805,74121dc7165c19a5d72bdbe3eaeb90d2,0.97,3,4,3,False,0,train,train,False,333,1348,
1a66b4d3dbb1089891835d2698c6deec,ab9b00885d5960b51efd3aa59cb95269,0.97,4,3,3,False,5,train,train,False,65,961,
7d86c5e09004e3016838f192ecaac540,8bc819037a6ab2932c227d1ac800102f,0.9699,2,8,2,False,0,train,train,False,1348,370,
026081211406349c85c3e5b4fc4b6ff0,c18eeeb86a7027e6d3c7ca400d75c8e8,0.9699,15,3,3,False,0,train,train,False,117,762,
25961aea3db8652eeb0bbce7b0b539e0,3772be22ed5750f38e3eb653984d9b02,0.9698,3,2,2,True,5,train,train,False,180,65,
8b6bc283a0d345aaab935989639523eb,d7bd6d0c6842670b171b5592dcc1e9bd,0.9698,8,3,3,False,0,train,train,False,879,1061,
497cc4009e9ae310b54de6412cbf8b4a,dd6ded8699cc4d3bf62c7e961b8a70ec,0.9698,10,2,2,False,0,val,val,False,1129,1031,
5338e73d016150c190a2c4671919b4ba,a20eedc8f4a55e36f0bfc88bc5f8dd06,0.9697,2,2,2,True,2,train,train,False,633,770,
38abe3550726a4a1f947fd0732ded83d,a979f5e3d61ebeec3dcbe8943c9316ca,0.9697,6,2,2,False,1,train,train,False,759,546,
c704708bcb669c0198feba47bf9f2c81,e89fd05c02c2297653d93f9bdaa71961,0.9697,2,25,2,False,1,train,train,False,816,1170,
13e0eb0bb20ae07ee32ce2d6a70ed9ff,93b69d2902a418c407b43b1da3248c8d,0.9696,2,3,2,True,2,train,train,False,738,1253,
17e370eedaa11c265e5cabb3601a2fd2,9693d8e04d91297655abf8424d769bef,0.9696,2,8,2,False,1,train,train,False,966,500,
4d37cd687a4b6e52762a21f7e6b3f3c0,aecf833bf307570b6dd2b3f8d104e9c6,0.9696,2,2,2,True,4,train,train,False,528,956,
52385ac03a42f5ba4629f4c486abe591,e0ca5e9b18d9d563d7b6a4fe3d919f89,0.9696,2,2,2,True,0,train,train,False,119,1075,
687caedb62d68fd4692af68d695efc1c,700e60e9a130333e62698a1c4ef46fa0,0.9696,2,11,2,False,0,train,train,False,200,911,
84f400518ff3cba2786849ea4dc3bbfb,df83132f9e6a7c8337e6cd91270f8f7d,0.9696,3,18,3,False,0,train,train,False,804,1056,
9d6c47919e951f12b90c5df731cc68bb,e479a841de401149c4f149ebe92cec7e,0.9696,3,11,3,False,3,train,train,False,1453,1119,
1eac3c664f2d65ed9aa575797fa5a682,855256cd7062aaf319512b1648249481,0.9695,6,3,3,False,4,train,train,False,404,327,
9f8dfe7b06ca41af4fa89f7deaf3b050,bcc84573e785de42d7af076ae2b30479,0.9695,3,2,2,True,0,train,train,False,1252,712,
4f0d03d08a5583138eaed5761f895d28,a18b8758447c5791c60f0b1ae0f7a653,0.9695,5,2,2,False,3,train,train,False,724,485,
cf7f123c8b625d018cd97190a3fb3d51,f0197942d5cd986426ed3550e562d495,0.9695,2,10,2,False,0,train,train,False,1127,911,
0ecca6926d339cd17e1c3bdb3a6bdc18,a5a7c62ef1e0d28a54c2da8355447c22,0.9694,2,5,2,False,2,train,train,False,1020,1074,
275322852b2d7d5cff8a19cc5e72ff4e,d9ad3f3ed67f14c9c9b35a5c4e85400b,0.9694,3,2,2,True,2,train,train,False,474,988,
3479b69cf34e5241ddabe268dc304c56,514f766f399e03368682786c5d23f3e8,0.9694,2,10,2,False,0,train,train,False,706,1389,
6ac0b26f19900930a2ec02c9f5187b53,b28f0f94ebc50f79d1b03cf0c0baa335,0.9694,2,4,2,False,0,train,train,False,211,959,
067a25212e4e5b9eab412c274ae16df6,6b47d60ee262e38e5bf082837c3ca24d,0.9694,8,3,3,False,5,train,train,False,1118,1295,
203c6d9817fc00d1b1fdcc6eae2118b4,5daca040bbf1338462417b7a5dd820a3,0.9693,5,3,3,False,1,train,train,False,740,1348,
7e1474b005f731b6948e86fddcee7541,f746e9703e48b20b6c64c1b9dce29d8a,0.9693,3,10,3,False,0,train,train,False,1382,1356,
8033d6e0a204cb0881b3edea38f6167a,8aeccaf12d3173a0c09f873be67be5a5,0.9693,2,7,2,False,0,train,train,False,1235,1223,
23da95939f6c2de791206800db861c1c,765ac70e1d7527d06ecb6f5b7fb2247a,0.9692,3,6,3,False,0,train,train,False,215,1385,
983631022096bc36a1a690d72db6b1d3,ee2e1b4ce5e5290833a9a98da2d72c0f,0.9692,2,3,2,True,3,train,train,False,1126,1234,
a2f1af7bf2b86cdabfcffe65d8424a3a,d1071efa4e88c78030b7fb2b46217943,0.9692,3,3,3,True,0,train,train,False,1433,973,
26346b4e789c4f7c871f5f0e689b41d5,b9445f54b56479caf17cc14534d4ff79,0.9691,3,3,3,True,5,train,train,False,151,677,
409d6815cecdf483be748a75c63c0b2e,84110cd444dd25fd974e0cdcd1df8065,0.9691,2,3,2,True,1,train,train,False,740,636,
62795965d1330a135f09938efb22fb6f,b4c996e7f07d1193217664a4fbbfa704,0.9691,2,8,2,False,0,train,train,False,1137,636,
1836f6539ccc9e37d426603cc4526f8b,62bfdd9e66e2cfee7f6e69c7d22b11f2,0.969,2,26,2,False,1,train,train,False,1189,1217,
516598fef0cb4c22e42999b3df120e2c,64c46cb52749df98dafa527d439fa606,0.969,5,3,3,False,3,train,train,False,303,73,
7e7c7d39cc9b962c510facf7b92e676d,b2de71e7e1619aa395f55e9859849f2f,0.969,2,2,2,True,1,val,val,False,289,1338,
3d334ec1be0544fd6fff794a77631eef,da05399168ba25410d90c05f8f603012,0.969,30,3,3,False,0,train,train,False,1061,993,
0849749bd2b9fc46b88a56b4c47e4093,e0ca5e9b18d9d563d7b6a4fe3d919f89,0.9689,3,4,3,False,0,train,train,False,119,1075,
1dd96a0c9793cac8d8900c57c3e8a7bf,3bb8426f5536b507843d3c99ab0a5e8e,0.9689,7,3,3,False,2,train,train,False,20,409,
6ac0b26f19900930a2ec02c9f5187b53,8033d6e0a204cb0881b3edea38f6167a,0.9689,3,3,3,True,0,train,train,False,211,1235,
9d4c88beba0b2d533f205f1b615e6c7e,d7d09ab8218cfe95d21ff22df45e75ff,0.9689,2,2,2,True,2,train,train,False,451,240,
059cbf902c5e42972587c8d17d49efed,b828e67db7b84d0d18b5498c8c185874,0.9689,17,3,3,False,0,train,train,False,461,911,
516598fef0cb4c22e42999b3df120e2c,e312107a00076baeb1f1dc9497d2cee6,0.9689,7,2,2,False,3,train,train,False,303,1103,
3ef789f8caa7186261ad9f77bb552c7a,d2ddf3569a3480f94bccb1c995efd8ec,0.9688,3,2,2,True,1,train,train,False,771,1208,
6de1c3a8bc0ecbbe70b3b679ef52e776,9cd1f9700bb8591c07051ddd50ccdbe7,0.9688,2,3,2,True,2,train,train,False,228,1465,
a4effa6d0c2e32e36e45f32f9e7e4977,a6567125ec06dda3533e654d761ae78e,0.9688,2,3,2,True,5,train,train,False,508,1014,
30dfff7ddc76129a2a53329c4e52511a,a0e3a20a3cbf77644e69b241910b994a,0.9687,3,18,3,False,0,train,train,False,942,911,
5793129d5309364fe1d706764c78cf3e,b604630290e6316c1cbc586733ed08c1,0.9687,3,8,3,False,0,train,train,False,370,1202,
58accdf477bd85e51be2e67c291b0896,a3fa13e9535729ec9cb08f17bc8c03cc,0.9687,3,78,3,False,0,train,train,False,1026,767,
69f0dfb6f42c910861aa0bbb23a12639,b0ee38976e71dfbfba705974713ee612,0.9687,2,2,2,True,3,train,train,False,416,608,
21f3767f9a827e5b9f64d2a47594ad27,a0df9f687c355120bbaecf0b38d21181,0.9687,38,3,3,False,0,train,train,False,671,1384,
338e30b609bbf80246203caf63a2f0a0,b0ee38976e71dfbfba705974713ee612,0.9686,2,3,2,True,3,train,train,False,416,608,
36e1858ce9463be49695c4517cc3855c,ade269705aa33afafa0e6af6d20db6df,0.9686,2,3,2,True,1,train,train,False,694,1452,
ca1d0ba4f959e2f47667b94fa5e958c0,f9caed448e138e702ee5a2c906a671fc,0.9686,2,29,2,False,0,train,train,False,848,1389,
2ec367872ec7245522d6090ae792d6e0,a65a095302fbc94c8e21ae65e1ccd17e,0.9685,2,4,2,False,1,train,train,False,439,1106,
516598fef0cb4c22e42999b3df120e2c,a279b450a867eb7acc4d2ef0731b3352,0.9685,8,3,3,False,3,train,train,False,303,490,
cc69b5e397b5d44eb220566b0bfbed78,e187fc91f755db1d0885f19a0b333523,0.9685,2,4,2,False,1,train,train,False,1170,1086,
0849749bd2b9fc46b88a56b4c47e4093,da15226ed2a9ca5a83e831a9c57f5380,0.9685,5,3,3,False,0,train,train,False,119,1075,
098f7f7024f5c0de68e771c7273fc273,dcc20ce75933d9800e4ad6ab2943e359,0.9684,2,2,2,True,5,train,train,False,394,1022,
120f3222f28aea27936ebacdfc0af3b6,2592cfd1d3e053e519598bab9423d279,0.9684,12,2,2,False,0,train,train,False,746,34,
36e1858ce9463be49695c4517cc3855c,997973f9f9c08b7eabd1d7fe09050f00,0.9684,3,3,3,True,1,train,train,False,694,1283,
3aeefd7ef9247470d465682c556c0c61,44350cd9c0b41005308e65c2d9ee8ac1,0.9684,16,3,3,False,0,train,train,False,1434,994,
5b439c3bf2ed699b136dc5ca939873bc,78d70c1732ef444ad636a5d3e2ae733c,0.9684,2,5,2,False,5,train,train,False,151,677,
6a43f7e8b37e4f8a63ba3f178ef78016,6ad78c89d6b8feadad6d3ad85c743e32,0.9684,3,2,2,True,4,test,test,False,209,213,
184ade4deb68e6299183b68f1289ca5b,96fe9eb038ba77992ff6fd1b16ae9427,0.9683,3,2,2,True,5,train,train,False,341,417,
12493fb2b3ab6e3a628dfff875cbb335,514bd15da8c32fabbd07c8b00a147173,0.9683,4,2,2,False,1,train,train,False,465,1463,
6e0dbb5af39a9b7199796dbe16fc5765,84135442a04a1324138d1df78ed185d3,0.9683,3,2,2,True,2,train,train,False,229,1084,
d5110b3363bff16460ad266f1ce4ea06,e187fc91f755db1d0885f19a0b333523,0.9683,2,6,2,False,1,train,train,False,1010,1086,
0d66a26a030e95c9de2173b476029b23,ebc0cf09e9f77d222af0b8015c409a01,0.9683,9,2,2,False,1,train,train,False,1254,1209,
4d4b6d9c4e2ff4aef7674ac4ae960893,5252182ded15f6179aba4b367c0215dc,0.9682,2,5,2,False,0,test,test,False,963,429,
9d71b6e91cbc9477bc21247c3c13fb4d,a65a095302fbc94c8e21ae65e1ccd17e,0.9682,3,5,3,False,1,train,train,False,807,1106,
01f25f6392771aa0895dbbafba05054a,a18b8758447c5791c60f0b1ae0f7a653,0.9682,5,3,3,False,3,train,train,False,724,485,
00c46b336b5b06423fcdec1b4d5bee06,2ae687e6a07ac70f9391efc3c3a08746,0.9681,2,5,2,False,1,train,train,False,1057,1072,
0cb2ce337d1a2073f68553d15eacb3a8,efd993cb48dce20304958c45829a3ff8,0.9681,3,4,3,False,4,train,train,False,203,1257,
2592cfd1d3e053e519598bab9423d279,2fdc521c56b6cce0e7907d05a8db1f25,0.9681,3,18,3,False,0,train,train,False,34,171,
36eeee47a868b8ac66b6ece9e6372984,a7ca49c094be4bd969166477d5631a90,0.9681,3,5,3,False,5,train,train,False,1148,1118,
3858dedc8e091fc0315c50e7f8d74a56,d451ec7b30cdbf594212c1bf7549a212,0.9681,2,14,2,False,1,val,val,False,647,947,
95ceba057707ca5624053399bd2f14db,ab17f187d0cf1522c838108906131162,0.9681,2,27,2,False,0,train,train,False,1273,1132,
0ecca6926d339cd17e1c3bdb3a6bdc18,cc749cec9e37b3e141e62a6a33c6eaf3,0.968,3,2,2,True,2,train,train,False,1020,1074,
3531763820dc825219b9d6283721a959,b6b7accb239bacc0e3a8455acf3833fd,0.968,7,3,3,False,0,train,train,False,1010,651,
91afb93637f5f86aacf904fcbe2bf5d9,c6d58607cc6aeb36e4c1d65fed824e84,0.968,10,2,2,False,1,train,train,False,1132,1348,
ebbdc2a69a66aa07cc0b56dee6b04e8d,f18cbfc916ac8e35595c53c801784470,0.968,3,2,2,True,1,train,train,False,1208,1283,
02a2dcd6ad8bc1d9ad7fdc04ffb6dff3,1f43e244b01c44b24a7086ed2dee7bff,0.9679,2,2,2,True,5,train,train,False,1181,35,
3ea2b7849d7ce4fccad168565e8e669e,e9e062c3fcf872abdf5f44dc2c55345a,0.9679,2,4,2,False,2,train,train,False,155,1184,
0186f4811c9d089707d9dc7460160d88,96907a7abf71ca7e5e48b36514d6c7f2,0.9679,5,3,3,False,1,train,train,False,1,414,
da396e7a0a8a7c46f3e10c1ecf71459b,f102169b07ee29e61ed6001725f076e7,0.9679,3,3,3,True,3,train,train,False,997,1276,
9a3ad5844e796a97e725de8fa7518144,e9e062c3fcf872abdf5f44dc2c55345a,0.9679,24,3,3,False,2,train,train,False,1429,1184,
2e5002e01c53488e4f40c4a68b3cd4b6,fd3b376d8b119c3a43e93e57710616fd,0.9679,12,2,2,False,0,train,train,False,136,1434,
2e5002e01c53488e4f40c4a68b3cd4b6,64fb4585a1a2f2ec2cdfe6e0e831dddf,0.9678,16,2,2,False,0,train,train,False,136,1200,
73b0a645fdadb31c74ffba963d4350bc,f526a2ca5612d5913984a67edabaf991,0.9678,3,27,3,False,0,train,train,False,977,470,
64c46cb52749df98dafa527d439fa606,91ab816a1696123b34d31e6b8fc00315,0.9678,4,2,2,False,3,train,train,False,73,995,
65bcc0e4ef30b49600530a2c5c5e8d14,a2c5c5ae99d08d1397b05dc19a5b6338,0.9678,6,3,3,False,1,train,train,False,894,494,
40be6eabc1be4bd88eabd38aa07ac9ca,e2efdfdce6c126897cef60cde252def7,0.9677,2,2,2,True,0,train,train,False,668,1102,
6e70fa6670bda66963853ad613e8fcc5,7584a04126c380a776b9a27c23ca2a1d,0.9677,7,3,3,False,1,train,train,False,342,872,
890d0c582d769f001e95fa6f38252daf,afa9966f243d37df8f8cb04683163c89,0.9677,12,3,3,False,0,train,train,False,1061,1298,
6c1ff5288e07d67d22055a334df30094,c3f6dfc5c801b1f2aed4c9e318bd015d,0.9677,8,2,2,False,5,train,train,False,1061,1398,
06ef45756a44d6ec0301b519700bf053,57d5a6b61ecf835c28863f3e6e2e4fd0,0.9676,2,9,2,False,0,train,train,False,579,136,
2b03baa16076f3848892001f9f5d392a,b604630290e6316c1cbc586733ed08c1,0.9676,3,11,3,False,0,train,train,False,193,1202,
55b2b9388cfcde42069bee4804274884,85874a84d6fd4b14d5d9816650a6a17f,0.9676,2,2,2,True,2,train,train,False,305,375,
7fe78b22d81b42d3bc08fca264448aa0,cbf05dbfcf24b4fc7dded902c1ac37e3,0.9676,2,6,2,False,0,train,train,False,637,1298,
a979f5e3d61ebeec3dcbe8943c9316ca,c10eb86a927f359f5d1e573927f19945,0.9676,3,2,2,True,1,train,train,False,546,759,
1bd161a24fc63eed0e1bc3742e0dc7fd,fc8455773da14e90df050c6ce9f74882,0.9675,3,9,3,False,1,train,train,False,53,500,
28d634f91167158876095cfed86ec0d1,921e586c2b5c9ac5b164f2229f7ea9f6,0.9675,3,8,3,False,2,train,train,False,973,1472,
5b5ecc77a66ee3e3d5ea183b2bf81553,d088f8e0bbd26aeec7525368606a9fd4,0.9675,2,3,2,True,4,train,train,False,317,973,
6259bdf29094e9a832bb47b970ff8cce,f2b4695127e8d36d54b5214ac6675000,0.9675,2,4,2,False,5,train,train,False,176,1293,
3ef789f8caa7186261ad9f77bb552c7a,63119b7889164b2153a2ec1c829ea853,0.9675,4,2,2,False,1,train,train,False,771,1458,
2ee5b3ee58d54264c2a037ea1c0ada4b,64d89f6270efae268f99717bfbf288e8,0.9675,7,3,3,False,0,train,train,False,1298,666,
0c88d7c7033e2048b1068e208b105270,95eeb46ecc4a9693119627fedb8df55c,0.9675,4,2,2,False,4,train,train,False,14,1109,
9d4c88beba0b2d533f205f1b615e6c7e,c93a48dcf16ce84fd7276472ce356229,0.9675,3,2,2,True,2,train,train,False,451,240,
d5b260922fb628cf83d7960ef02c4e60,f6ba42262cffbab640e3da1e6c36a0e0,0.9675,2,28,2,False,1,train,train,False,1183,1356,
0373ed8a095e0a283da690de360ccc21,28e51d6764c6d71b78406be1fb53b76b,0.9674,2,4,2,False,5,train,train,False,961,65,
34decd8752d355a11b8428eef2c3b614,b600f26e7bc2daf1917e4078496d37ac,0.9674,2,2,2,True,2,train,train,False,228,1465,
593ebf6ab700617588d4570293721619,6b356b6a114a7663f2dbe960f217601c,0.9674,3,9,3,False,4,train,train,False,170,327,
6a1dcc77903fd69eda1aa8a631630e0d,a18b8758447c5791c60f0b1ae0f7a653,0.9674,3,4,3,False,3,train,train,False,681,485,
6a8bc78952e550d8374655274bf3e0fc,87bbc9137ece5aaeef9d67f6abeb99df,0.9674,2,2,2,True,0,train,train,False,260,553,
