cluster_id,n_members,keep_id,drop_ids,keep_n_patches,splits,cross_split,isup,gleason,image_ids
665,2,91cda229f5cca86a0d2c7bf78cfce02c,4996dee45b988e6e90cdaac8d5efbe7d,53,train,False,0,negative,4996dee45b988e6e90cdaac8d5efbe7d;91cda229f5cca86a0d2c7bf78cfce02c
666,2,99bc60c2d554be9304993efa0a5ef740,f79dc41910f957d0c15aadb49bff975c,90,test;train,True,4,4+4,99bc60c2d554be9304993efa0a5ef740;f79dc41910f957d0c15aadb49bff975c
667,2,5b003d43ec0ce5979062442486f84cf7,3e5fc2e7be262fb77362fb82e4850774,134,train,False,4,5+3,3e5fc2e7be262fb77362fb82e4850774;5b003d43ec0ce5979062442486f84cf7
668,2,88fcb6de1ead418b238f198a635179c0,99b5e6120fe11690a3f36994f2dba580,164,test;train,True,4,3+5,88fcb6de1ead418b238f198a635179c0;99b5e6120fe11690a3f36994f2dba580
669,2,cc2681fc29015a9c20bca401aba9d489,b6bd9248ed2b894808d5a922f8c32d9f,120,train,False,0,negative,b6bd9248ed2b894808d5a922f8c32d9f;cc2681fc29015a9c20bca401aba9d489
670,2,7f46d3906c54e47d26aa7d3114b36a9d,1df63c491243a9f5c0ad727672be2763,128,train,False,5,5+4,1df63c491243a9f5c0ad727672be2763;7f46d3906c54e47d26aa7d3114b36a9d
671,2,dd43c81a6e0d49daefdbaa069e2bb095,e02703af0349a0d093605123400dbf07,148,train,False,2,3+4,dd43c81a6e0d49daefdbaa069e2bb095;e02703af0349a0d093605123400dbf07
672,2,8a415b0e974861fa00ae9d88f9e3b980,e2726cffee3499287c6f87b561dd228d,222,train,False,5,5+4,8a415b0e974861fa00ae9d88f9e3b980;e2726cffee3499287c6f87b561dd228d
673,2,fcc021adb67098501a473a959211093c,11f9b8c48b800c4434f693f0e76bc3b4,154,train,False,2,3+4,11f9b8c48b800c4434f693f0e76bc3b4;fcc021adb67098501a473a959211093c
674,2,59750807e9d7869288cc60f7c318314d,da1de69a3097c5cecfc5a5c20f125340,197,train,False,0,negative,59750807e9d7869288cc60f7c318314d;da1de69a3097c5cecfc5a5c20f125340
675,2,bc3ea73616f606f303527da9e52796c8,735ed10b9f870ff45482454f55b1d807,112,train,False,5,5+4,735ed10b9f870ff45482454f55b1d807;bc3ea73616f606f303527da9e52796c8
676,2,a20eedc8f4a55e36f0bfc88bc5f8dd06,3111867f5335731289a4feb3db5644b7,214,test;train,True,2,3+4,3111867f5335731289a4feb3db5644b7;a20eedc8f4a55e36f0bfc88bc5f8dd06
677,2,9158baf42019752ef196d31796e7a768,8690e050e07c2c2aa86f442125b3424f,128,train,False,5,4+5,8690e050e07c2c2aa86f442125b3424f;9158baf42019752ef196d31796e7a768
678,2,fd08b2bce422f40a465664f9a5f9afdd,5618c8129a6db9d5d94bb26f2b58fe4f,215,train,False,1,3+3,5618c8129a6db9d5d94bb26f2b58fe4f;fd08b2bce422f40a465664f9a5f9afdd
679,2,3e6e4a8f49b190ff3656c6cb85dae975,bf1b395053b3d584ccee60148cef87b3,85,train,False,0,negative,3e6e4a8f49b190ff3656c6cb85dae975;bf1b395053b3d584ccee60148cef87b3
680,2,5c9407c366d62c4e309a5fa61a48b7b7,7e7c7d39cc9b962c510facf7b92e676d,147,train,False,1,3+3,5c9407c366d62c4e309a5fa61a48b7b7;7e7c7d39cc9b962c510facf7b92e676d
681,2,51fc45502634ba97726929d243438c63,2dfc3c0d45043aa9d7aee9560f487a43,116,train,False,4,4+4,2dfc3c0d45043aa9d7aee9560f487a43;51fc45502634ba97726929d243438c63
682,2,2d2b8462838f388306beebdc1e2994d0,1784ab09ff0d41a78a89e36226bf3eb5,87,train,False,1,3+3,1784ab09ff0d41a78a89e36226bf3eb5;2d2b8462838f388306beebdc1e2994d0
683,2,ca66a5c35e8d7f0e026086d58922aca7,26db031a2a246f6525d08296fad489f6,134,test;train,True,5,4+5,26db031a2a246f6525d08296fad489f6;ca66a5c35e8d7f0e026086d58922aca7
684,2,50f74e7e621541065c3b5955d41782f2,c907464eee427bcfd931eacfdf64a5d8,101,train,False,0,negative,50f74e7e621541065c3b5955d41782f2;c907464eee427bcfd931eacfdf64a5d8
685,2,6b512a45bd8ca759e655c2d551dec2d9,fc3c4b863c8e9defaf8f430cdee91183,169,test;train,True,4,4+4,6b512a45bd8ca759e655c2d551dec2d9;fc3c4b863c8e9defaf8f430cdee91183
686,2,c10d4753ac1782268289014b69697b90,8dbbf6f6aebb8aea3339f70dbfd7cf07,169,train;val,True,4,4+4,8dbbf6f6aebb8aea3339f70dbfd7cf07;c10d4753ac1782268289014b69697b90
687,2,e4004944daa2e2ab41f4d8cec3adec83,a6f080dbb9bf42ed3e8510972595c71c,197,test;train,True,5,4+5,a6f080dbb9bf42ed3e8510972595c71c;e4004944daa2e2ab41f4d8cec3adec83
688,2,c707c255c4694985f6f68331571bc656,bd95b9c20d2a8dd686fb0f64432aa82f,128,train,False,3,4+3,bd95b9c20d2a8dd686fb0f64432aa82f;c707c255c4694985f6f68331571bc656
689,2,2a3883e1ff960fefc4b94fe5b1b0391e,3b9c3ae2d2f1abe1498d4c746769aaa0,163,train,False,5,5+4,2a3883e1ff960fefc4b94fe5b1b0391e;3b9c3ae2d2f1abe1498d4c746769aaa0
690,2,c4fb78f4b25153789d8c8b22b938d322,72ef48dc4b05d21859f3842c373e5216,70,test;train,True,1,3+3,72ef48dc4b05d21859f3842c373e5216;c4fb78f4b25153789d8c8b22b938d322
691,2,db8ff1904b4dbb6dced48061856d9849,d5110b3363bff16460ad266f1ce4ea06,146,train,False,1,3+3,d5110b3363bff16460ad266f1ce4ea06;db8ff1904b4dbb6dced48061856d9849
692,2,1f8c98a43c6e755c2b3a785db72520e1,06fe0864a99a2e0cd32cb141b7808912,182,test;train,True,3,4+3,06fe0864a99a2e0cd32cb141b7808912;1f8c98a43c6e755c2b3a785db72520e1
693,2,75e0312b501f37b88a274858cb8e7275,8966778378acb202c1d6686486ba6039,104,train,False,2,3+4,75e0312b501f37b88a274858cb8e7275;8966778378acb202c1d6686486ba6039
694,2,e5c045c4083859b242af4d1b3bc1dc65,17ce197283f339f4ab406de74d03f6b2,100,train;val,True,4,4+4,17ce197283f339f4ab406de74d03f6b2;e5c045c4083859b242af4d1b3bc1dc65
695,2,2daec36424a8f2afeaa4aad3d33a1589,96fe9eb038ba77992ff6fd1b16ae9427,133,train;val,True,5,4+5,2daec36424a8f2afeaa4aad3d33a1589;96fe9eb038ba77992ff6fd1b16ae9427
696,2,a0a19caa7f2b6ff84b3e5cf0aa3fc68e,30a54c050c9eb531d2709b05ede484ce,178,train,False,0,negative,30a54c050c9eb531d2709b05ede484ce;a0a19caa7f2b6ff84b3e5cf0aa3fc68e
697,2,20c05ea5426b6c50b857057ad0ef7126,db197fde0bcf98431c68e0d443a88fe4,102,test;train,True,2,3+4,20c05ea5426b6c50b857057ad0ef7126;db197fde0bcf98431c68e0d443a88fe4
698,2,f9285fe284ce30f4d249635062db619a,e55a0a59287bb3e3c51a6775a3ef30dc,134,train,False,5,5+4,e55a0a59287bb3e3c51a6775a3ef30dc;f9285fe284ce30f4d249635062db619a
699,2,467e6dae0cb2eb1af21e9cc3c602fde7,5af696841a9c6453f9f667bdab0621e5,37,train,False,4,4+4,467e6dae0cb2eb1af21e9cc3c602fde7;5af696841a9c6453f9f667bdab0621e5
700,2,00e6511435645e50673991768a713c66,835c2db7726b399c38e5e53f1c326ab6,171,train,False,1,3+3,00e6511435645e50673991768a713c66;835c2db7726b399c38e5e53f1c326ab6
701,2,daebef24cda2600dcb449a78a83c1858,ba07ed13e035af4f49a9d6830685024c,123,train,False,1,3+3,ba07ed13e035af4f49a9d6830685024c;daebef24cda2600dcb449a78a83c1858
702,2,a66acc12fbf3f3d375bac7f768336aa5,de4966a35d76fc988a17d78d895b2130,60,train,False,0,negative,a66acc12fbf3f3d375bac7f768336aa5;de4966a35d76fc988a17d78d895b2130
703,2,1f1440204eba45ff4f999795c7d52040,cf7f123c8b625d018cd97190a3fb3d51,136,test;train,True,0,negative,1f1440204eba45ff4f999795c7d52040;cf7f123c8b625d018cd97190a3fb3d51
704,2,ad990202d6e12f56b9f354b707eab35b,696e3791b5590f7fe3c22fbe1ee369b4,148,train,False,3,4+3,696e3791b5590f7fe3c22fbe1ee369b4;ad990202d6e12f56b9f354b707eab35b
705,2,62202e376a671af629cc7c309561ff56,ddbeff8437def5f80c4890b394711ec2,161,train,False,1,3+3,62202e376a671af629cc7c309561ff56;ddbeff8437def5f80c4890b394711ec2
706,2,a9534d1d06ad290d690bd88a164b9657,349b1b6fa6ffc5625b8eedabf03d5948,66,test;train,True,0,negative,349b1b6fa6ffc5625b8eedabf03d5948;a9534d1d06ad290d690bd88a164b9657
707,2,86f0a558cecdc39f6ace44364795f747,223e1179a9dcf7c13871234edc99fc1b,27,train;val,True,0,negative,223e1179a9dcf7c13871234edc99fc1b;86f0a558cecdc39f6ace44364795f747
708,2,828b6eff01c7a265a2f6812b89744860,fc45d1e5ef73ee9ceccbe8cb04cc9f15,172,train,False,0,negative,828b6eff01c7a265a2f6812b89744860;fc45d1e5ef73ee9ceccbe8cb04cc9f15
709,2,901d2acd51382d7568fd83389f704888,180e2320aefbf3dfecab785446bc555b,114,train,False,5,4+5,180e2320aefbf3dfecab785446bc555b;901d2acd51382d7568fd83389f704888
710,2,2b340c9844077ddcdf641adac5f116e3,97659f526c8c25f29175c9c5d36d31e7,243,train,False,0,negative,2b340c9844077ddcdf641adac5f116e3;97659f526c8c25f29175c9c5d36d31e7
711,2,f0bb29042dfb17421aac02138f8e9d20,6ae973c0f3341e2eb19e08dfe4ee42fc,178,train,False,0,negative,6ae973c0f3341e2eb19e08dfe4ee42fc;f0bb29042dfb17421aac02138f8e9d20
712,2,82b8e31cf5bd59934af005c609d05e64,c35e39e522cb0a93ecd114c71e72af05,142,train,False,5,4+5,82b8e31cf5bd59934af005c609d05e64;c35e39e522cb0a93ecd114c71e72af05
713,2,8ce7e69e255980b50a2f8a7289bce5a6,07106a451fdebeaa73f2db13f295bfb1,166,train,False,1,3+3,07106a451fdebeaa73f2db13f295bfb1;8ce7e69e255980b50a2f8a7289bce5a6
714,2,e2efdfdce6c126897cef60cde252def7,aa47209a146185e3bea1fa18b904304a,163,train,False,0,negative,aa47209a146185e3bea1fa18b904304a;e2efdfdce6c126897cef60cde252def7
715,2,67fa39eefb55953ca818c7c46d3a8369,89912d7c7ffbad7504be4a75676fa4c2,57,train,False,0,negative,67fa39eefb55953ca818c7c46d3a8369;89912d7c7ffbad7504be4a75676fa4c2
716,2,6bfa122b5832ffd442a8123153f5d252,afd477abb13dea3e8d517efcb19233c2,80,test;train,True,0,negative,6bfa122b5832ffd442a8123153f5d252;afd477abb13dea3e8d517efcb19233c2
717,2,ab81f1e238ba4350b836f161a0c5c043,94a91bf6dc832eda6a8f9fc70aae77bb,64,train,False,3,4+3,94a91bf6dc832eda6a8f9fc70aae77bb;ab81f1e238ba4350b836f161a0c5c043
718,2,049813f2cb407d0db60d6e671af6415b,43fb03bd110f08e7c36fcbfcf43feccf,145,train;val,True,4,4+4,049813f2cb407d0db60d6e671af6415b;43fb03bd110f08e7c36fcbfcf43feccf
719,2,bb11bbc200cb4a84814ddc37a78eeb98,ee3cb4950320fa16061f3f3519f8e08e,143,train,False,1,3+3,bb11bbc200cb4a84814ddc37a78eeb98;ee3cb4950320fa16061f3f3519f8e08e
720,2,4ef6decdc9422567eb07d8048f0febb6,c4b1a10db8b0cdece7a1498b2fcbda7f,152,train,False,2,3+4,4ef6decdc9422567eb07d8048f0febb6;c4b1a10db8b0cdece7a1498b2fcbda7f
721,2,59001f029aafc4adc0971c0397df6173,ab4a7247e87d9cd8b7106a64b3dda927,127,train,False,5,4+5,59001f029aafc4adc0971c0397df6173;ab4a7247e87d9cd8b7106a64b3dda927
722,2,92a7876fa3e636c7cae555a615c6c192,a0d4b7a115f83077d88361dd38399cf7,165,train,False,1,3+3,92a7876fa3e636c7cae555a615c6c192;a0d4b7a115f83077d88361dd38399cf7
723,2,f83af16db53783f37f6614cf3bc3e5af,dbbd706e74cdd87e423b5e28d3c7f25a,186,train,False,5,4+5,dbbd706e74cdd87e423b5e28d3c7f25a;f83af16db53783f37f6614cf3bc3e5af
724,2,22929b2cf2dd413c3a4f6f737d02a74c,92fa83d9c589d7c819d52fd8ab461241,150,train,False,3,4+3,22929b2cf2dd413c3a4f6f737d02a74c;92fa83d9c589d7c819d52fd8ab461241
725,2,6e4491b337dde383cdf2a75685dee968,1f86b6a526481bc5d2ca18d94f94f062,147,train;val,True,0,negative,1f86b6a526481bc5d2ca18d94f94f062;6e4491b337dde383cdf2a75685dee968
726,2,137424bd3da854f6a78b917324fb5bdb,2fb988029403766a9fe962f57cefe124,221,train,False,3,4+3,137424bd3da854f6a78b917324fb5bdb;2fb988029403766a9fe962f57cefe124
727,2,4ba2c9a9103bbbaa575dfb3b888dc195,1d1163f720942d79ca68721d8f634914,169,test;val,True,0,negative,1d1163f720942d79ca68721d8f634914;4ba2c9a9103bbbaa575dfb3b888dc195
728,2,6eb1da90c9630e7c86f282c7eea4fe94,b6ded09044a0e4415d7c2424f3597e3e,144,train,False,0,negative,6eb1da90c9630e7c86f282c7eea4fe94;b6ded09044a0e4415d7c2424f3597e3e
729,2,dff285c9260f7f68f4e97fb6abd32043,a36ee9f2bc558182239d85d1f7a74e9b,155,train,False,3,4+3,a36ee9f2bc558182239d85d1f7a74e9b;dff285c9260f7f68f4e97fb6abd32043
730,2,f82b48c5ef63a291660357ded12a7ab1,72273ecaf2d7de847ce3555519a6257a,138,train;val,True,2,3+4,72273ecaf2d7de847ce3555519a6257a;f82b48c5ef63a291660357ded12a7ab1
731,2,30ec590d9ad752737dae45f47f2b37cb,03849b0243900d79446bb27849dc0bb2,111,test,False,1,3+3,03849b0243900d79446bb27849dc0bb2;30ec590d9ad752737dae45f47f2b37cb
732,2,a0df9f687c355120bbaecf0b38d21181,f94a2f497ba431ae01c0d557d8c2a78f,135,test;train,True,0,negative,a0df9f687c355120bbaecf0b38d21181;f94a2f497ba431ae01c0d557d8c2a78f
733,2,9e5d11af345645e8379267b0d57a3b64,059cbf902c5e42972587c8d17d49efed,127,train,False,0,negative,059cbf902c5e42972587c8d17d49efed;9e5d11af345645e8379267b0d57a3b64
734,2,3f09402aa669e0e9f91b7f158c8708cc,8e3e843a0eebb79b5ed06f97c078eb87,133,train,False,2,3+4,3f09402aa669e0e9f91b7f158c8708cc;8e3e843a0eebb79b5ed06f97c078eb87
735,2,f05260d375197325c7cf1775306b9eb4,95687706ffc4a2750ca1709258cc88de,159,train;val,True,4,4+4,95687706ffc4a2750ca1709258cc88de;f05260d375197325c7cf1775306b9eb4
736,2,d9652aa1aed6ef06e2c1f8181b734d9e,e1cb7dd62d9f43421d5a01467307b98d,63,train;val,True,0,negative,d9652aa1aed6ef06e2c1f8181b734d9e;e1cb7dd62d9f43421d5a01467307b98d
737,2,070f9f27db2db32b456cfc595f29c03a,8d90013d52788c1e2f5f47ad80e65d48,52,train,False,1,3+3,070f9f27db2db32b456cfc595f29c03a;8d90013d52788c1e2f5f47ad80e65d48
738,2,da05399168ba25410d90c05f8f603012,b393b5fdb1c3810f70c422cca50ff720,61,test;train,True,0,negative,b393b5fdb1c3810f70c422cca50ff720;da05399168ba25410d90c05f8f603012
739,2,aa3c01d5326e3ed117d9266d5ed6ef37,554c017aec32fb7b6448c3ba22d3f0e4,19,val,False,1,3+3,554c017aec32fb7b6448c3ba22d3f0e4;aa3c01d5326e3ed117d9266d5ed6ef37
740,2,bd7b04d0b48b5fc9d004e93b536f72aa,462d4231224f8acdc85dc9449f803a2d,154,train,False,4,4+4,462d4231224f8acdc85dc9449f803a2d;bd7b04d0b48b5fc9d004e93b536f72aa
741,2,f9e7b42fd5a1fd18683a846ddfa94c8c,e95c6d365351c83dc999465682628033,118,train,False,1,3+3,e95c6d365351c83dc999465682628033;f9e7b42fd5a1fd18683a846ddfa94c8c
742,2,5beed3b27daf64fe7fbc4d065883826e,17ceaa3198ace548e0fd65b95c800a32,168,test;val,True,2,3+4,17ceaa3198ace548e0fd65b95c800a32;5beed3b27daf64fe7fbc4d065883826e
743,2,3d3988b1b72273ee018b40c5acd51e43,8410fae68bb5de5c8c1b080810903bed,47,test;train,True,5,5+5,3d3988b1b72273ee018b40c5acd51e43;8410fae68bb5de5c8c1b080810903bed
744,2,83ff615957c966e2f9defbc4339196a3,55871a7a0ec1e0958ce44dd101d48be7,190,train,False,0,negative,55871a7a0ec1e0958ce44dd101d48be7;83ff615957c966e2f9defbc4339196a3
745,2,80f7cfb8ff20d9aa8eebcd541d0d5fd4,bd86f3cec249d54cd3bd64763da8612b,133,train,False,4,3+5,80f7cfb8ff20d9aa8eebcd541d0d5fd4;bd86f3cec249d54cd3bd64763da8612b
746,2,365b34d59b0132366fd9feb0138ca7ff,03426e9293f207de46b5592c001eb45c,174,train;val,True,4,4+4,03426e9293f207de46b5592c001eb45c;365b34d59b0132366fd9feb0138ca7ff
747,2,b3438f39bb7db17a8c77e5520613de21,917bea3ff0173996f94b1adca79213e0,143,train,False,2,3+4,917bea3ff0173996f94b1adca79213e0;b3438f39bb7db17a8c77e5520613de21
748,2,16cc34b16c0b30e43e8c33f572440ae6,9a3595bbbc36b9ae6880ad57ae3a597b,149,train,False,2,3+4,16cc34b16c0b30e43e8c33f572440ae6;9a3595bbbc36b9ae6880ad57ae3a597b
749,2,9f08d625fda6cb202fdc3193a476b1b1,3a307aeade076ae4aab09ae25a5d30b1,34,train,False,4,4+4,3a307aeade076ae4aab09ae25a5d30b1;9f08d625fda6cb202fdc3193a476b1b1
750,2,ffd2841373b39792ab0c84cccd066e31,b13078f2ae0a4dd072a3509ab1b1a0f0,199,train,False,0,negative,b13078f2ae0a4dd072a3509ab1b1a0f0;ffd2841373b39792ab0c84cccd066e31
751,2,f534baed77c3ea8471dae9811cc235f1,30eb8e531d1c9116964b7fbf45bf95bc,168,train,False,4,4+4,30eb8e531d1c9116964b7fbf45bf95bc;f534baed77c3ea8471dae9811cc235f1
752,2,4cb2407fb053b89d54b59d0ba09aecc1,63006577b07056d2789dedce40da466d,115,train,False,2,3+4,4cb2407fb053b89d54b59d0ba09aecc1;63006577b07056d2789dedce40da466d
753,2,591be7bd1ced8a42f257d9a467cb7133,d4e11ec26633ed74394b8df2228bfb75,158,train,False,1,3+3,591be7bd1ced8a42f257d9a467cb7133;d4e11ec26633ed74394b8df2228bfb75
754,2,e9e062c3fcf872abdf5f44dc2c55345a,dabe405fe14fea8abeae766fdaa96185,95,train,False,2,3+4,dabe405fe14fea8abeae766fdaa96185;e9e062c3fcf872abdf5f44dc2c55345a
755,2,66bf5fa7e14d885f38e3dc61a64f41ab,bcaf9c8890c50757bd3624d5bd39c270,104,train,False,4,4+4,66bf5fa7e14d885f38e3dc61a64f41ab;bcaf9c8890c50757bd3624d5bd39c270
756,2,fd3926d5158b0502b1a51811c50c3976,2ad0a0582297b6f2ddb131796e300ee3,114,train,False,0,negative,2ad0a0582297b6f2ddb131796e300ee3;fd3926d5158b0502b1a51811c50c3976
757,2,9140f25d89ce21afd290027d237a1c36,2902a2f38703f59632892819a1c72377,58,train,False,3,4+3,2902a2f38703f59632892819a1c72377;9140f25d89ce21afd290027d237a1c36
758,2,a2fb69954b14fe15857b0f54515fc745,9fbd2b9d9b4c1f0b811515ea0d762d61,81,train,False,0,negative,9fbd2b9d9b4c1f0b811515ea0d762d61;a2fb69954b14fe15857b0f54515fc745
759,2,aba52f1d32ab593c075801a10a98938b,134b29504e8774c3d38102d6ee81cdb9,118,train,False,4,4+4,134b29504e8774c3d38102d6ee81cdb9;aba52f1d32ab593c075801a10a98938b
760,2,3c8b636f1d0af8f8e4d5cfa2479b4069,8e1caeb7b30b4cf3b1d07e777aca6a67,68,train,False,1,3+3,3c8b636f1d0af8f8e4d5cfa2479b4069;8e1caeb7b30b4cf3b1d07e777aca6a67
761,2,6ae06c0101d0cfa56d4ca5c6aaa7750b,b912445f14c14f0583f573db5be18d7a,124,train,False,1,3+3,6ae06c0101d0cfa56d4ca5c6aaa7750b;b912445f14c14f0583f573db5be18d7a
762,2,146767f7d93d3093f647e003c9fdb0bb,e00a89e8381aefb07d23390b87fe5d48,149,test;train,True,1,3+3,146767f7d93d3093f647e003c9fdb0bb;e00a89e8381aefb07d23390b87fe5d48
763,2,d34c7fe759808771f0b2dc65ad0df03c,b29e5425308f0f10cded9bb6c75b6049,38,train,False,4,4+4,b29e5425308f0f10cded9bb6c75b6049;d34c7fe759808771f0b2dc65ad0df03c
764,2,29cf9fd036abf9bb241580d247b39b1b,3bdd92d91566a9719c76ca639db6a143,144,train;val,True,1,3+3,29cf9fd036abf9bb241580d247b39b1b;3bdd92d91566a9719c76ca639db6a143
765,2,a17e3c28db1efe5c03c927e64399f6aa,81d946312f17a79100cf3471da48ac9b,145,test;train,True,3,4+3,81d946312f17a79100cf3471da48ac9b;a17e3c28db1efe5c03c927e64399f6aa
766,2,0446851f36b7a60cb971e05365ce0188,9bc70f1bfc8dbca7c881616b0198edcb,170,test;train,True,4,4+4,0446851f36b7a60cb971e05365ce0188;9bc70f1bfc8dbca7c881616b0198edcb
767,2,87c639ec5365c2d6d61581be6407c8b6,d78288ac0177943bc0eead193451098e,152,train,False,5,4+5,87c639ec5365c2d6d61581be6407c8b6;d78288ac0177943bc0eead193451098e
768,2,5b8542dc1477f67d3d1c5984b83c14b7,bd4b881106dd6a8658ee1e9afdb1844f,78,train,False,5,5+4,5b8542dc1477f67d3d1c5984b83c14b7;bd4b881106dd6a8658ee1e9afdb1844f
769,2,7c064b4fa48467ba6c1ff3b8a6c28bac,3ea446fb35b118a634e5f5ce509f672b,174,train,False,4,4+4,3ea446fb35b118a634e5f5ce509f672b;7c064b4fa48467ba6c1ff3b8a6c28bac
770,2,20be7c34058e2f24ef3bb0cda3c376d5,7b5c303bc727db87d76486bc15084adf,172,train;val,True,1,3+3,20be7c34058e2f24ef3bb0cda3c376d5;7b5c303bc727db87d76486bc15084adf
771,2,1521d8add6039d68060e919270448018,f065aa3e43c7259d03e12b11bc9deb1f,195,train,False,1,3+3,1521d8add6039d68060e919270448018;f065aa3e43c7259d03e12b11bc9deb1f
772,2,251e12eeb15fcbbd0a39cd7928c74345,28ca63263be7194fbefbfaedd0637469,120,train,False,3,4+3,251e12eeb15fcbbd0a39cd7928c74345;28ca63263be7194fbefbfaedd0637469
773,2,f102169b07ee29e61ed6001725f076e7,ea4567ff965f38683bdc7c7af2e08ae4,219,train;val,True,3,4+3,ea4567ff965f38683bdc7c7af2e08ae4;f102169b07ee29e61ed6001725f076e7
774,2,1517ef21c1a72cf5ba4e1eeb6176dccc,12493fb2b3ab6e3a628dfff875cbb335,237,train,False,1,3+3,12493fb2b3ab6e3a628dfff875cbb335;1517ef21c1a72cf5ba4e1eeb6176dccc
775,2,56c011c71edcba80e2c4fb87d1d0f26e,48df3ca910d365bdea427ed5b7c31808,72,train;val,True,4,4+4,48df3ca910d365bdea427ed5b7c31808;56c011c71edcba80e2c4fb87d1d0f26e
776,2,2f27c52c7d58fbe0818d6531d3707c78,a184260ef13d42e03b958406346024e2,219,train,False,0,negative,2f27c52c7d58fbe0818d6531d3707c78;a184260ef13d42e03b958406346024e2
777,2,2627c765b74591958e7ba12fd857f80e,65a653ff2eae408f815ffce6898173ca,148,train,False,3,4+3,2627c765b74591958e7ba12fd857f80e;65a653ff2eae408f815ffce6898173ca
778,2,e278dc57dacfed61fa504133fda2d8c1,08459aaedfda0679aab403ababbd6ece,174,train,False,5,5+5,08459aaedfda0679aab403ababbd6ece;e278dc57dacfed61fa504133fda2d8c1
779,2,1a33d8ea1893170a972d67e493d59396,05a377208625fce1afdc4878e3185ca4,132,test;train,True,1,3+3,05a377208625fce1afdc4878e3185ca4;1a33d8ea1893170a972d67e493d59396
780,2,dc2ec851fcbf594f11b023387ac15003,303090fcc31ecc2584e6addeadfa1402,156,train,False,2,3+4,303090fcc31ecc2584e6addeadfa1402;dc2ec851fcbf594f11b023387ac15003
781,2,7e33e3ef6468638fc307b42f5b78e98e,e10ff644b1121aeaf5a060e6875f7867,116,train,False,0,negative,7e33e3ef6468638fc307b42f5b78e98e;e10ff644b1121aeaf5a060e6875f7867
782,2,acde9000c58a22bb2d5adea3a7be531a,991b6a11393bf5d10e91a50f581cba68,52,train,False,3,4+3,991b6a11393bf5d10e91a50f581cba68;acde9000c58a22bb2d5adea3a7be531a
783,2,ecbfe1443366caf1e5c4e0d9985d5c85,7459ad1c89716d7160c67bd1b7083f0f,198,train,False,3,4+3,7459ad1c89716d7160c67bd1b7083f0f;ecbfe1443366caf1e5c4e0d9985d5c85
784,2,8aa35680beee94df712c211da5bda211,ee4492e15e54bfe1a23bc3af78158897,155,train,False,0,negative,8aa35680beee94df712c211da5bda211;ee4492e15e54bfe1a23bc3af78158897
785,2,c76877d174f7020e6194d6b06aec770a,6bd476d515d75746bf716e578c704c3b,210,train,False,5,4+5,6bd476d515d75746bf716e578c704c3b;c76877d174f7020e6194d6b06aec770a
786,2,b600f26e7bc2daf1917e4078496d37ac,9cd1f9700bb8591c07051ddd50ccdbe7,100,train,False,2,3+4,9cd1f9700bb8591c07051ddd50ccdbe7;b600f26e7bc2daf1917e4078496d37ac
787,2,1d7d62aa2c349f831a43aa023412bd1c,97bf4d65f07954809658e01478408637,102,train,False,4,4+4,1d7d62aa2c349f831a43aa023412bd1c;97bf4d65f07954809658e01478408637
788,2,7b0067248bea443b4d8c135e4b626028,872dc7b2f6261284df1088e4ef2f8256,138,train,False,3,4+3,7b0067248bea443b4d8c135e4b626028;872dc7b2f6261284df1088e4ef2f8256
789,2,a8321af1b53320df308a2dd4554fff52,dd11c9143fb6c56396e0693465d2430e,72,train,False,0,negative,a8321af1b53320df308a2dd4554fff52;dd11c9143fb6c56396e0693465d2430e
790,2,c4d5155c07787c688cae24917bf96411,bbde3819952e358ed7c67acd1cd4516e,160,train,False,5,5+4,bbde3819952e358ed7c67acd1cd4516e;c4d5155c07787c688cae24917bf96411
791,2,3a76c877851189ebc84fc86afe311276,9c86cbfe613e532936220f1c325cd108,122,train,False,3,4+3,3a76c877851189ebc84fc86afe311276;9c86cbfe613e532936220f1c325cd108
792,2,0b373388b189bee3ef6e320b841264dd,25961aea3db8652eeb0bbce7b0b539e0,138,train;val,True,5,4+5,0b373388b189bee3ef6e320b841264dd;25961aea3db8652eeb0bbce7b0b539e0
793,2,07e16ae47a5154782affc9dc45b50297,2c688d7d92059ab3bac7c190dd6e31cd,184,test;train,True,1,3+3,07e16ae47a5154782affc9dc45b50297;2c688d7d92059ab3bac7c190dd6e31cd
794,2,df83132f9e6a7c8337e6cd91270f8f7d,af931670d9111cee444281fd1b8d1dec,85,train,False,0,negative,af931670d9111cee444281fd1b8d1dec;df83132f9e6a7c8337e6cd91270f8f7d
795,2,a295b26b9db32ad2795fcdeef1d853db,16a9e8227156e2d8598cd22e633610be,98,train,False,1,3+3,16a9e8227156e2d8598cd22e633610be;a295b26b9db32ad2795fcdeef1d853db
796,2,5b068fcb3a6af7142be9e39d24d1a8bf,950719887cff5ded2cd4a8b4b1f76efb,51,train;val,True,4,4+4,5b068fcb3a6af7142be9e39d24d1a8bf;950719887cff5ded2cd4a8b4b1f76efb
797,2,4556ea2541ab33c9fb2461d1aeed2bc6,b5a7d649e169bf6e9c7dbbcab7354c8a,140,train,False,1,3+3,4556ea2541ab33c9fb2461d1aeed2bc6;b5a7d649e169bf6e9c7dbbcab7354c8a
